date,winner,loser,game,event,winner_score,loser_score
2025-03-30,Nightfall,Zenith Nine,CS2,Demo League,13,8
2025-03-30,Zenith Nine,Nova Esports,CS2,Demo League,13,10
2025-03-30,Meridian,Kappa Squad,CS2,Demo League,13,4
2025-03-31,Vertex Gaming,Kappa Squad,CS2,Demo League,13,5
2025-03-31,Zenith Nine,Nightfall,CS2,Demo League,13,3
2025-03-31,Zenith Nine,Nightfall,CS2,Demo League,13,7
2025-03-31,Solstice,Ironclad,CS2,Demo League,13,11
2025-03-31,Nova Esports,Vertex Gaming,CS2,Demo League,13,2
2025-04-01,Meridian,Ironclad,CS2,Demo League,13,9
2025-04-01,Zenith Nine,Solstice,CS2,Demo League,13,5
2025-04-01,Solstice,Vertex Gaming,CS2,Demo League,13,3
2025-04-01,Solstice,Zenith Nine,CS2,Demo League,13,8
2025-04-01,Meridian,Zenith Nine,CS2,Demo League,13,4
2025-04-02,Nova Esports,Meridian,CS2,Demo League,13,6
2025-04-02,Zenith Nine,Vertex Gaming,CS2,Demo League,13,11
2025-04-02,Solstice,Meridian,CS2,Demo League,13,9
2025-04-02,Ironclad,Meridian,CS2,Demo League,13,5
2025-04-02,Ironclad,Meridian,CS2,Demo League,13,9
2025-04-03,Kappa Squad,Zenith Nine,CS2,Demo League,13,2
2025-04-03,Solstice,Zenith Nine,CS2,Demo League,13,9
2025-04-03,Solstice,Nightfall,CS2,Demo League,13,6
2025-04-03,Nova Esports,Zenith Nine,CS2,Demo League,13,7
2025-04-03,Solstice,Meridian,CS2,Demo League,13,10
2025-04-04,Nightfall,Nova Esports,CS2,Demo League,13,8
2025-04-04,Meridian,Kappa Squad,CS2,Demo League,13,9
2025-04-04,Solstice,Nightfall,CS2,Demo League,13,9
2025-04-04,Solstice,Ironclad,CS2,Demo League,13,5
2025-04-04,Solstice,Vertex Gaming,CS2,Demo League,13,10
2025-04-05,Solstice,Vertex Gaming,CS2,Demo League,13,6
2025-04-05,Zenith Nine,Kappa Squad,CS2,Demo League,13,3
2025-04-05,Vertex Gaming,Meridian,CS2,Demo League,13,5
2025-04-05,Meridian,Nova Esports,CS2,Demo League,13,5
2025-04-05,Meridian,Solstice,CS2,Demo League,13,3
2025-04-06,Ironclad,Solstice,CS2,Demo League,13,6
2025-04-06,Vertex Gaming,Ironclad,CS2,Demo League,13,9
2025-04-06,Ironclad,Zenith Nine,CS2,Demo League,13,5
2025-04-06,Vertex Gaming,Kappa Squad,CS2,Demo League,13,7
2025-04-06,Solstice,Vertex Gaming,CS2,Demo League,13,6
2025-04-07,Nightfall,Meridian,CS2,Demo League,13,4
2025-04-07,Nova Esports,Vertex Gaming,CS2,Demo League,13,8
2025-04-07,Zenith Nine,Meridian,CS2,Demo League,13,10
2025-04-07,Nightfall,Zenith Nine,CS2,Demo League,13,2
2025-04-07,Nova Esports,Ironclad,CS2,Demo League,13,2
2025-04-08,Ironclad,Vertex Gaming,CS2,Demo League,13,8
2025-04-08,Solstice,Kappa Squad,CS2,Demo League,13,11
2025-04-08,Nova Esports,Ironclad,CS2,Demo League,13,3
2025-04-08,Ironclad,Meridian,CS2,Demo League,13,3
2025-04-08,Nova Esports,Kappa Squad,CS2,Demo League,13,4
2025-04-09,Solstice,Vertex Gaming,CS2,Demo League,13,7
2025-04-09,Solstice,Nightfall,CS2,Demo League,13,6
2025-04-09,Nightfall,Zenith Nine,CS2,Demo League,13,6
2025-04-09,Ironclad,Kappa Squad,CS2,Demo League,13,3
2025-04-09,Zenith Nine,Nightfall,CS2,Demo League,13,4
2025-04-10,Nova Esports,Vertex Gaming,CS2,Demo League,13,5
2025-04-10,Vertex Gaming,Nightfall,CS2,Demo League,13,6
2025-04-10,Nightfall,Meridian,CS2,Demo League,13,3
2025-04-10,Ironclad,Nightfall,CS2,Demo League,13,5
2025-04-10,Vertex Gaming,Meridian,CS2,Demo League,13,4
2025-04-11,Zenith Nine,Ironclad,CS2,Demo League,13,2
2025-04-11,Meridian,Nightfall,CS2,Demo League,13,7
2025-04-11,Nova Esports,Meridian,CS2,Demo League,13,7
2025-04-11,Meridian,Ironclad,CS2,Demo League,13,2
2025-04-11,Meridian,Vertex Gaming,CS2,Demo League,13,8
2025-04-12,Vertex Gaming,Meridian,CS2,Demo League,13,7
2025-04-12,Kappa Squad,Nightfall,CS2,Demo League,13,8
2025-04-12,Nova Esports,Kappa Squad,CS2,Demo League,13,2
2025-04-12,Kappa Squad,Zenith Nine,CS2,Demo League,13,6
2025-04-12,Vertex Gaming,Kappa Squad,CS2,Demo League,13,10
2025-04-13,Nova Esports,Ironclad,CS2,Demo League,13,10
2025-04-13,Nightfall,Vertex Gaming,CS2,Demo League,13,8
2025-04-13,Nova Esports,Zenith Nine,CS2,Demo League,13,10
2025-04-13,Nova Esports,Vertex Gaming,CS2,Demo League,13,10
2025-04-13,Kappa Squad,Vertex Gaming,CS2,Demo League,13,8
2025-04-14,Zenith Nine,Kappa Squad,CS2,Demo League,13,6
2025-04-14,Zenith Nine,Meridian,CS2,Demo League,13,2
2025-04-14,Kappa Squad,Solstice,CS2,Demo League,13,7
2025-04-14,Solstice,Meridian,CS2,Demo League,13,2
2025-04-14,Nova Esports,Kappa Squad,CS2,Demo League,13,9
2025-04-15,Ironclad,Solstice,CS2,Demo League,13,10
2025-04-15,Solstice,Zenith Nine,CS2,Demo League,13,11
2025-04-15,Meridian,Nova Esports,CS2,Demo League,13,5
2025-04-15,Vertex Gaming,Nightfall,CS2,Demo League,13,5
2025-04-15,Nova Esports,Zenith Nine,CS2,Demo League,13,11
2025-04-16,Solstice,Nightfall,CS2,Demo League,13,9
2025-04-16,Solstice,Nova Esports,CS2,Demo League,13,11
2025-04-16,Nova Esports,Kappa Squad,CS2,Demo League,13,11
2025-04-16,Vertex Gaming,Nightfall,CS2,Demo League,13,8
2025-04-16,Nova Esports,Ironclad,CS2,Demo League,13,5
2025-04-17,Nova Esports,Kappa Squad,CS2,Demo League,13,10
2025-04-17,Meridian,Solstice,CS2,Demo League,13,3
2025-04-17,Solstice,Nova Esports,CS2,Demo League,13,10
2025-04-17,Zenith Nine,Kappa Squad,CS2,Demo League,13,8
2025-04-17,Ironclad,Meridian,CS2,Demo League,13,11
2025-04-18,Nova Esports,Kappa Squad,CS2,Demo League,13,4
2025-04-18,Meridian,Ironclad,CS2,Demo League,13,4
2025-04-18,Ironclad,Zenith Nine,CS2,Demo League,13,7
2025-04-18,Solstice,Ironclad,CS2,Demo League,13,11
2025-04-18,Nightfall,Kappa Squad,CS2,Demo League,13,5
2025-04-19,Solstice,Nightfall,CS2,Demo League,13,2
2025-04-19,Meridian,Zenith Nine,CS2,Demo League,13,6
2025-04-19,Nova Esports,Nightfall,CS2,Demo League,13,2
2025-04-19,Vertex Gaming,Nightfall,CS2,Demo League,13,6
2025-04-19,Ironclad,Nova Esports,CS2,Demo League,13,6
2025-04-20,Nova Esports,Vertex Gaming,CS2,Demo League,13,2
2025-04-20,Ironclad,Meridian,CS2,Demo League,13,10
2025-04-20,Ironclad,Zenith Nine,CS2,Demo League,13,5
2025-04-20,Ironclad,Nightfall,CS2,Demo League,13,2
2025-04-20,Vertex Gaming,Nova Esports,CS2,Demo League,13,8
2025-04-21,Nova Esports,Kappa Squad,CS2,Demo League,13,4
2025-04-21,Kappa Squad,Vertex Gaming,CS2,Demo League,13,2
2025-04-21,Nightfall,Zenith Nine,CS2,Demo League,13,3
2025-04-21,Nightfall,Zenith Nine,CS2,Demo League,13,10
2025-04-21,Solstice,Nightfall,CS2,Demo League,13,7
2025-04-22,Nightfall,Kappa Squad,CS2,Demo League,13,4
2025-04-22,Zenith Nine,Ironclad,CS2,Demo League,13,8
2025-04-22,Meridian,Vertex Gaming,CS2,Demo League,13,3
2025-04-22,Meridian,Ironclad,CS2,Demo League,13,10
2025-04-22,Ironclad,Nightfall,CS2,Demo League,13,11
2025-04-23,Zenith Nine,Meridian,CS2,Demo League,13,7
2025-04-23,Kappa Squad,Meridian,CS2,Demo League,13,2
2025-04-23,Solstice,Kappa Squad,CS2,Demo League,13,2
2025-04-23,Meridian,Ironclad,CS2,Demo League,13,10
2025-04-23,Solstice,Meridian,CS2,Demo League,13,4
2025-04-24,Nova Esports,Kappa Squad,CS2,Demo League,13,11
2025-04-24,Nightfall,Zenith Nine,CS2,Demo League,13,8
2025-04-24,Meridian,Vertex Gaming,CS2,Demo League,13,9
2025-04-24,Vertex Gaming,Ironclad,CS2,Demo League,13,4
2025-04-24,Kappa Squad,Nightfall,CS2,Demo League,13,6
2025-04-25,Nova Esports,Solstice,CS2,Demo League,13,6
2025-04-25,Solstice,Kappa Squad,CS2,Demo League,13,8
2025-04-25,Ironclad,Meridian,CS2,Demo League,13,11
2025-04-25,Zenith Nine,Meridian,CS2,Demo League,13,9
2025-04-25,Nightfall,Ironclad,CS2,Demo League,13,8
2025-04-26,Kappa Squad,Zenith Nine,CS2,Demo League,13,2
2025-04-26,Vertex Gaming,Zenith Nine,CS2,Demo League,13,10
2025-04-26,Solstice,Nightfall,CS2,Demo League,13,11
2025-04-26,Ironclad,Solstice,CS2,Demo League,13,4
2025-04-26,Nova Esports,Nightfall,CS2,Demo League,13,8
2025-04-27,Meridian,Zenith Nine,CS2,Demo League,13,4
2025-04-27,Vertex Gaming,Solstice,CS2,Demo League,13,9
2025-04-27,Zenith Nine,Ironclad,CS2,Demo League,13,5
2025-04-27,Vertex Gaming,Meridian,CS2,Demo League,13,8
2025-04-27,Nova Esports,Kappa Squad,CS2,Demo League,13,4
2025-04-28,Kappa Squad,Zenith Nine,CS2,Demo League,13,7
2025-04-28,Vertex Gaming,Zenith Nine,CS2,Demo League,13,2
2025-04-28,Nova Esports,Solstice,CS2,Demo League,13,8
2025-04-28,Ironclad,Nova Esports,CS2,Demo League,13,11
2025-04-28,Zenith Nine,Solstice,CS2,Demo League,13,2
2025-04-29,Nightfall,Zenith Nine,CS2,Demo League,13,6
2025-04-29,Zenith Nine,Solstice,CS2,Demo League,13,4
2025-04-29,Nightfall,Solstice,CS2,Demo League,13,10
2025-04-29,Vertex Gaming,Nightfall,CS2,Demo League,13,10
2025-04-29,Nova Esports,Solstice,CS2,Demo League,13,9
2025-04-30,Vertex Gaming,Ironclad,CS2,Demo League,13,10
2025-04-30,Meridian,Ironclad,CS2,Demo League,13,9
2025-04-30,Ironclad,Meridian,CS2,Demo League,13,6
2025-04-30,Zenith Nine,Solstice,CS2,Demo League,13,2
2025-04-30,Kappa Squad,Nightfall,CS2,Demo League,13,7
2025-05-01,Solstice,Zenith Nine,CS2,Demo League,13,3
2025-05-01,Vertex Gaming,Zenith Nine,CS2,Demo League,13,8
2025-05-01,Nova Esports,Ironclad,CS2,Demo League,13,11
2025-05-01,Nightfall,Meridian,CS2,Demo League,13,11
2025-05-01,Vertex Gaming,Zenith Nine,CS2,Demo League,13,2
2025-05-02,Kappa Squad,Ironclad,CS2,Demo League,13,7
2025-05-02,Kappa Squad,Ironclad,CS2,Demo League,13,6
2025-05-02,Meridian,Zenith Nine,CS2,Demo League,13,4
2025-05-02,Meridian,Kappa Squad,CS2,Demo League,13,2
2025-05-02,Vertex Gaming,Nightfall,CS2,Demo League,13,6
2025-05-03,Vertex Gaming,Meridian,CS2,Demo League,13,5
2025-05-03,Nova Esports,Kappa Squad,CS2,Demo League,13,10
2025-05-03,Zenith Nine,Meridian,CS2,Demo League,13,10
2025-05-03,Zenith Nine,Kappa Squad,CS2,Demo League,13,2
2025-05-03,Ironclad,Zenith Nine,CS2,Demo League,13,11
2025-05-04,Zenith Nine,Ironclad,CS2,Demo League,13,8
2025-05-04,Zenith Nine,Kappa Squad,CS2,Demo League,13,7
2025-05-04,Meridian,Zenith Nine,CS2,Demo League,13,6
2025-05-04,Kappa Squad,Zenith Nine,CS2,Demo League,13,10
2025-05-04,Vertex Gaming,Solstice,CS2,Demo League,13,5
2025-05-05,Nightfall,Meridian,CS2,Demo League,13,10
2025-05-05,Nova Esports,Solstice,CS2,Demo League,13,9
2025-05-05,Nightfall,Vertex Gaming,CS2,Demo League,13,5
2025-05-05,Meridian,Kappa Squad,CS2,Demo League,13,3
2025-05-05,Meridian,Solstice,CS2,Demo League,13,9
2025-05-06,Vertex Gaming,Meridian,CS2,Demo League,13,4
2025-05-06,Nova Esports,Vertex Gaming,CS2,Demo League,13,9
2025-05-06,Kappa Squad,Nightfall,CS2,Demo League,13,9
2025-05-06,Solstice,Nova Esports,CS2,Demo League,13,8
2025-05-06,Meridian,Kappa Squad,CS2,Demo League,13,3
2025-05-07,Vertex Gaming,Nightfall,CS2,Demo League,13,10
2025-05-07,Meridian,Zenith Nine,CS2,Demo League,13,2
2025-05-07,Vertex Gaming,Nightfall,CS2,Demo League,13,6
2025-05-07,Vertex Gaming,Meridian,CS2,Demo League,13,3
2025-05-07,Ironclad,Solstice,CS2,Demo League,13,2
2025-05-08,Kappa Squad,Nightfall,CS2,Demo League,13,7
2025-05-08,Kappa Squad,Vertex Gaming,CS2,Demo League,13,2
2025-05-08,Nightfall,Kappa Squad,CS2,Demo League,13,4
2025-05-08,Nova Esports,Ironclad,CS2,Demo League,13,4
2025-05-08,Vertex Gaming,Meridian,CS2,Demo League,13,9
2025-05-09,Vertex Gaming,Nightfall,CS2,Demo League,13,5
2025-05-09,Vertex Gaming,Ironclad,CS2,Demo League,13,5
2025-05-09,Nova Esports,Kappa Squad,CS2,Demo League,13,11
2025-05-09,Zenith Nine,Solstice,CS2,Demo League,13,11
2025-05-09,Nova Esports,Vertex Gaming,CS2,Demo League,13,7
2025-05-10,Kappa Squad,Nightfall,CS2,Demo League,13,7
2025-05-10,Solstice,Kappa Squad,CS2,Demo League,13,4
2025-05-10,Nightfall,Meridian,CS2,Demo League,13,7
2025-05-10,Nova Esports,Nightfall,CS2,Demo League,13,2
2025-05-10,Vertex Gaming,Nightfall,CS2,Demo League,13,2
2025-05-11,Kappa Squad,Solstice,CS2,Demo League,13,3
2025-05-11,Kappa Squad,Ironclad,CS2,Demo League,13,7
2025-05-11,Kappa Squad,Meridian,CS2,Demo League,13,8
2025-05-11,Nova Esports,Zenith Nine,CS2,Demo League,13,8
2025-05-11,Nova Esports,Zenith Nine,CS2,Demo League,13,2
2025-05-12,Solstice,Nova Esports,CS2,Demo League,13,2
2025-05-12,Kappa Squad,Ironclad,CS2,Demo League,13,11
2025-05-12,Vertex Gaming,Ironclad,CS2,Demo League,13,9
2025-05-12,Meridian,Zenith Nine,CS2,Demo League,13,11
2025-05-12,Solstice,Zenith Nine,CS2,Demo League,13,9
2025-05-13,Vertex Gaming,Nightfall,CS2,Demo League,13,8
2025-05-13,Nova Esports,Ironclad,CS2,Demo League,13,10
2025-05-13,Solstice,Kappa Squad,CS2,Demo League,13,6
2025-05-13,Meridian,Nightfall,CS2,Demo League,13,3
2025-05-13,Meridian,Solstice,CS2,Demo League,13,9
2025-05-14,Ironclad,Zenith Nine,CS2,Demo League,13,7
2025-05-14,Kappa Squad,Ironclad,CS2,Demo League,13,8
2025-05-14,Ironclad,Solstice,CS2,Demo League,13,9
2025-05-14,Nova Esports,Kappa Squad,CS2,Demo League,13,8
2025-05-14,Meridian,Kappa Squad,CS2,Demo League,13,3
2025-05-15,Meridian,Nova Esports,CS2,Demo League,13,11
2025-05-15,Meridian,Kappa Squad,CS2,Demo League,13,11
2025-05-15,Meridian,Solstice,CS2,Demo League,13,3
2025-05-15,Nova Esports,Ironclad,CS2,Demo League,13,10
2025-05-15,Nova Esports,Solstice,CS2,Demo League,13,5
2025-05-16,Solstice,Kappa Squad,CS2,Demo League,13,9
2025-05-16,Solstice,Meridian,CS2,Demo League,13,6
2025-05-16,Vertex Gaming,Zenith Nine,CS2,Demo League,13,9
2025-05-16,Kappa Squad,Nova Esports,CS2,Demo League,13,11
2025-05-16,Nova Esports,Solstice,CS2,Demo League,13,6
2025-05-17,Vertex Gaming,Kappa Squad,CS2,Demo League,13,5
2025-05-17,Ironclad,Nightfall,CS2,Demo League,13,10
2025-05-17,Nova Esports,Zenith Nine,CS2,Demo League,13,10
2025-05-17,Vertex Gaming,Kappa Squad,CS2,Demo League,13,4
2025-05-17,Vertex Gaming,Meridian,CS2,Demo League,13,7
2025-05-18,Nova Esports,Kappa Squad,CS2,Demo League,13,6
2025-05-18,Vertex Gaming,Zenith Nine,CS2,Demo League,13,4
2025-05-18,Nova Esports,Nightfall,CS2,Demo League,13,2
2025-05-18,Nova Esports,Kappa Squad,CS2,Demo League,13,3
2025-05-18,Ironclad,Kappa Squad,CS2,Demo League,13,9
2025-05-19,Nightfall,Ironclad,CS2,Demo League,13,6
2025-05-19,Meridian,Nightfall,CS2,Demo League,13,2
2025-05-19,Vertex Gaming,Kappa Squad,CS2,Demo League,13,8
2025-05-19,Meridian,Solstice,CS2,Demo League,13,6
2025-05-19,Kappa Squad,Nightfall,CS2,Demo League,13,10
2025-05-20,Meridian,Vertex Gaming,CS2,Demo League,13,10
2025-05-20,Zenith Nine,Meridian,CS2,Demo League,13,9
2025-05-20,Nova Esports,Ironclad,CS2,Demo League,13,10
2025-05-20,Solstice,Meridian,CS2,Demo League,13,3
2025-05-20,Nightfall,Zenith Nine,CS2,Demo League,13,6
2025-05-21,Nova Esports,Solstice,CS2,Demo League,13,8
2025-05-21,Meridian,Zenith Nine,CS2,Demo League,13,11
2025-05-21,Solstice,Ironclad,CS2,Demo League,13,10
2025-05-21,Solstice,Vertex Gaming,CS2,Demo League,13,5
2025-05-21,Vertex Gaming,Kappa Squad,CS2,Demo League,13,4
2025-05-22,Nova Esports,Meridian,CS2,Demo League,13,10
2025-05-22,Vertex Gaming,Solstice,CS2,Demo League,13,4
2025-05-22,Vertex Gaming,Solstice,CS2,Demo League,13,5
2025-05-22,Ironclad,Kappa Squad,CS2,Demo League,13,4
2025-05-22,Nova Esports,Vertex Gaming,CS2,Demo League,13,5
2025-05-23,Kappa Squad,Zenith Nine,CS2,Demo League,13,11
2025-05-23,Ironclad,Vertex Gaming,CS2,Demo League,13,2
2025-05-23,Kappa Squad,Nightfall,CS2,Demo League,13,7
2025-05-23,Solstice,Zenith Nine,CS2,Demo League,13,9
2025-05-23,Kappa Squad,Ironclad,CS2,Demo League,13,3
2025-05-24,Ironclad,Kappa Squad,CS2,Demo League,13,7
2025-05-24,Ironclad,Zenith Nine,CS2,Demo League,13,5
2025-05-24,Vertex Gaming,Zenith Nine,CS2,Demo League,13,2
2025-05-24,Ironclad,Nightfall,CS2,Demo League,13,3
2025-05-24,Zenith Nine,Kappa Squad,CS2,Demo League,13,6
2025-05-25,Kappa Squad,Zenith Nine,CS2,Demo League,13,11
2025-05-25,Solstice,Ironclad,CS2,Demo League,13,5
2025-05-25,Zenith Nine,Vertex Gaming,CS2,Demo League,13,7
2025-05-25,Solstice,Nova Esports,CS2,Demo League,13,5
2025-05-25,Meridian,Ironclad,CS2,Demo League,13,10
2025-05-26,Nova Esports,Meridian,CS2,Demo League,13,10
2025-05-26,Solstice,Ironclad,CS2,Demo League,13,11
2025-05-26,Zenith Nine,Meridian,CS2,Demo League,13,5
2025-05-26,Meridian,Nova Esports,CS2,Demo League,13,11
2025-05-26,Ironclad,Nightfall,CS2,Demo League,13,6
2025-05-27,Vertex Gaming,Meridian,CS2,Demo League,13,9
2025-05-27,Nightfall,Solstice,CS2,Demo League,13,7
2025-05-27,Vertex Gaming,Nova Esports,CS2,Demo League,13,8
2025-05-27,Ironclad,Vertex Gaming,CS2,Demo League,13,9
2025-05-27,Nightfall,Nova Esports,CS2,Demo League,13,3
2025-05-28,Vertex Gaming,Ironclad,CS2,Demo League,13,6
2025-05-28,Solstice,Kappa Squad,CS2,Demo League,13,7
2025-05-28,Solstice,Meridian,CS2,Demo League,13,2
2025-05-28,Solstice,Meridian,CS2,Demo League,13,8
2025-05-28,Vertex Gaming,Ironclad,CS2,Demo League,13,7
2025-05-29,Nightfall,Solstice,CS2,Demo League,13,3
2025-05-29,Solstice,Vertex Gaming,CS2,Demo League,13,11
2025-05-29,Nightfall,Zenith Nine,CS2,Demo League,13,5
2025-05-29,Zenith Nine,Ironclad,CS2,Demo League,13,9
2025-05-29,Nightfall,Vertex Gaming,CS2,Demo League,13,4
2025-05-30,Solstice,Nova Esports,CS2,Demo League,13,6
2025-05-30,Meridian,Vertex Gaming,CS2,Demo League,13,5
2025-05-30,Vertex Gaming,Ironclad,CS2,Demo League,13,8
2025-05-30,Vertex Gaming,Zenith Nine,CS2,Demo League,13,5
2025-05-30,Zenith Nine,Ironclad,CS2,Demo League,13,9
2025-05-31,Nova Esports,Kappa Squad,CS2,Demo League,13,11
2025-05-31,Kappa Squad,Nightfall,CS2,Demo League,13,10
2025-05-31,Solstice,Ironclad,CS2,Demo League,13,7
2025-05-31,Solstice,Meridian,CS2,Demo League,13,2
2025-05-31,Zenith Nine,Ironclad,CS2,Demo League,13,10
2025-06-01,Vertex Gaming,Kappa Squad,CS2,Demo League,13,4
2025-06-01,Ironclad,Vertex Gaming,CS2,Demo League,13,3
2025-06-01,Solstice,Nightfall,CS2,Demo League,13,8
2025-06-01,Solstice,Kappa Squad,CS2,Demo League,13,6
2025-06-01,Vertex Gaming,Zenith Nine,CS2,Demo League,13,2
2025-06-02,Kappa Squad,Vertex Gaming,CS2,Demo League,13,6
2025-06-02,Ironclad,Solstice,CS2,Demo League,13,9
2025-06-02,Zenith Nine,Solstice,CS2,Demo League,13,10
2025-06-02,Meridian,Kappa Squad,CS2,Demo League,13,4
2025-06-02,Zenith Nine,Kappa Squad,CS2,Demo League,13,4
2025-06-03,Meridian,Nightfall,CS2,Demo League,13,5
2025-06-03,Kappa Squad,Zenith Nine,CS2,Demo League,13,5
2025-06-03,Ironclad,Nightfall,CS2,Demo League,13,4
2025-06-03,Vertex Gaming,Zenith Nine,CS2,Demo League,13,2
2025-06-03,Nova Esports,Zenith Nine,CS2,Demo League,13,4
2025-06-04,Ironclad,Zenith Nine,CS2,Demo League,13,7
2025-06-04,Nova Esports,Nightfall,CS2,Demo League,13,3
2025-06-04,Solstice,Kappa Squad,CS2,Demo League,13,2
2025-06-04,Solstice,Zenith Nine,CS2,Demo League,13,7
2025-06-04,Zenith Nine,Nightfall,CS2,Demo League,13,5
2025-06-05,Solstice,Kappa Squad,CS2,Demo League,13,3
2025-06-05,Ironclad,Kappa Squad,CS2,Demo League,13,10
2025-06-05,Zenith Nine,Ironclad,CS2,Demo League,13,3
2025-06-05,Vertex Gaming,Meridian,CS2,Demo League,13,7
2025-06-05,Solstice,Zenith Nine,CS2,Demo League,13,10
2025-06-06,Vertex Gaming,Meridian,CS2,Demo League,13,2
2025-06-06,Solstice,Nightfall,CS2,Demo League,13,7
2025-06-06,Vertex Gaming,Solstice,CS2,Demo League,13,11
2025-06-06,Nightfall,Zenith Nine,CS2,Demo League,13,4
2025-06-06,Ironclad,Vertex Gaming,CS2,Demo League,13,4
2025-06-07,Zenith Nine,Nightfall,CS2,Demo League,13,8
2025-06-07,Kappa Squad,Zenith Nine,CS2,Demo League,13,2
2025-06-07,Vertex Gaming,Nightfall,CS2,Demo League,13,3
2025-06-07,Solstice,Zenith Nine,CS2,Demo League,13,6
2025-06-07,Nova Esports,Vertex Gaming,CS2,Demo League,13,8
2025-06-08,Nova Esports,Ironclad,CS2,Demo League,13,10
2025-06-08,Ironclad,Zenith Nine,CS2,Demo League,13,10
2025-06-08,Vertex Gaming,Zenith Nine,CS2,Demo League,13,8
2025-06-08,Solstice,Meridian,CS2,Demo League,13,6
2025-06-08,Kappa Squad,Meridian,CS2,Demo League,13,11
2025-06-09,Nova Esports,Zenith Nine,CS2,Demo League,13,7
2025-06-09,Solstice,Vertex Gaming,CS2,Demo League,13,10
2025-06-09,Ironclad,Meridian,CS2,Demo League,13,6
2025-06-09,Nova Esports,Kappa Squad,CS2,Demo League,13,5
2025-06-09,Solstice,Nightfall,CS2,Demo League,13,5
2025-06-10,Kappa Squad,Ironclad,CS2,Demo League,13,5
2025-06-10,Nova Esports,Kappa Squad,CS2,Demo League,13,3
2025-06-10,Solstice,Nightfall,CS2,Demo League,13,11
2025-06-10,Kappa Squad,Vertex Gaming,CS2,Demo League,13,2
2025-06-10,Kappa Squad,Meridian,CS2,Demo League,13,11
2025-06-11,Nova Esports,Vertex Gaming,CS2,Demo League,13,2
2025-06-11,Nightfall,Nova Esports,CS2,Demo League,13,2
2025-06-11,Nova Esports,Zenith Nine,CS2,Demo League,13,8
2025-06-11,Kappa Squad,Zenith Nine,CS2,Demo League,13,5
2025-06-11,Solstice,Meridian,CS2,Demo League,13,6
2025-06-12,Zenith Nine,Nova Esports,CS2,Demo League,13,7
2025-06-12,Ironclad,Vertex Gaming,CS2,Demo League,13,3
2025-06-12,Kappa Squad,Meridian,CS2,Demo League,13,6
2025-06-12,Ironclad,Zenith Nine,CS2,Demo League,13,7
2025-06-12,Kappa Squad,Vertex Gaming,CS2,Demo League,13,6
2025-06-13,Solstice,Nova Esports,CS2,Demo League,13,9
2025-06-13,Meridian,Nightfall,CS2,Demo League,13,6
2025-06-13,Nova Esports,Solstice,CS2,Demo League,13,4
2025-06-13,Nova Esports,Nightfall,CS2,Demo League,13,10
2025-06-13,Kappa Squad,Nightfall,CS2,Demo League,13,2
2025-06-14,Nightfall,Kappa Squad,CS2,Demo League,13,9
2025-06-14,Kappa Squad,Meridian,CS2,Demo League,13,6
2025-06-14,Vertex Gaming,Nova Esports,CS2,Demo League,13,9
2025-06-14,Ironclad,Kappa Squad,CS2,Demo League,13,4
2025-06-14,Nightfall,Meridian,CS2,Demo League,13,7
2025-06-15,Vertex Gaming,Kappa Squad,CS2,Demo League,13,8
2025-06-15,Nova Esports,Zenith Nine,CS2,Demo League,13,5
2025-06-15,Nightfall,Solstice,CS2,Demo League,13,8
2025-06-15,Solstice,Vertex Gaming,CS2,Demo League,13,7
2025-06-15,Ironclad,Kappa Squad,CS2,Demo League,13,5
2025-06-16,Vertex Gaming,Meridian,CS2,Demo League,13,4
2025-06-16,Solstice,Nightfall,CS2,Demo League,13,10
2025-06-16,Nova Esports,Zenith Nine,CS2,Demo League,13,9
2025-06-16,Nova Esports,Ironclad,CS2,Demo League,13,11
2025-06-16,Kappa Squad,Zenith Nine,CS2,Demo League,13,11
2025-06-17,Vertex Gaming,Nightfall,CS2,Demo League,13,7
2025-06-17,Meridian,Ironclad,CS2,Demo League,13,4
2025-06-17,Kappa Squad,Nightfall,CS2,Demo League,13,5
2025-06-17,Vertex Gaming,Nightfall,CS2,Demo League,13,8
2025-06-17,Solstice,Nightfall,CS2,Demo League,13,6
2025-06-18,Ironclad,Nightfall,CS2,Demo League,13,7
2025-06-18,Meridian,Kappa Squad,CS2,Demo League,13,3
2025-06-18,Nova Esports,Kappa Squad,CS2,Demo League,13,10
2025-06-18,Nova Esports,Solstice,CS2,Demo League,13,4
2025-06-18,Ironclad,Nova Esports,CS2,Demo League,13,10
2025-06-19,Ironclad,Zenith Nine,CS2,Demo League,13,10
2025-06-19,Kappa Squad,Ironclad,CS2,Demo League,13,10
2025-06-19,Meridian,Nightfall,CS2,Demo League,13,5
2025-06-19,Vertex Gaming,Nightfall,CS2,Demo League,13,3
2025-06-19,Nova Esports,Nightfall,CS2,Demo League,13,4
2025-06-20,Nova Esports,Zenith Nine,CS2,Demo League,13,3
2025-06-20,Nova Esports,Meridian,CS2,Demo League,13,6
2025-06-20,Vertex Gaming,Ironclad,CS2,Demo League,13,7
2025-06-20,Kappa Squad,Zenith Nine,CS2,Demo League,13,9
2025-06-20,Solstice,Nova Esports,CS2,Demo League,13,3
2025-06-21,Ironclad,Meridian,CS2,Demo League,13,10
2025-06-21,Ironclad,Solstice,CS2,Demo League,13,10
2025-06-21,Kappa Squad,Meridian,CS2,Demo League,13,6
